ID;Nom;Référence;Catégorie;Prix de base;Quantite;Etat;Millesime;Poids;U.C.;Cont;Coul;Caractéristiques
537;CAVA BRUT METODO TRADICIONAL CAVA LA LAIA NURIA;502001H;VIN D'ESPAGNE;2,5;194;1;2016;1,33;x 6;75 cl;BLC;annee:2016,couleur:BLC,contenant:75 cl,conditionnement:x 6
438;AOP ST AUBIN 1ER CRU DOMAINE MEIX;CDH-230003;DOMAINE DES MEIX ;13,74;1982;0;2013;1,33;x 6 CB;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6 CB
470;AOP CHABLIS 1ER CRU BEAUREGARD DOMAINE FILLON;095016;DOMAINE FILLON;8,7;1988;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
183;AOP COTEAUX DU LANGUEDOC DOMAINE ARCHIMBAUD;046015;DOMAINE D'ARCHIMBAUD;4;1910;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
277;VIN DE FRANCE ROSE FRUITE MUSCAT DE HAMBOURG;202007;LOUERION TERRES D'ALLIANCE;2,2;2000;1;2013;1,33;x 6;75 cl;RSE;annee:2013,couleur:RSE,contenant:75 cl,conditionnement:x 6
377;AOP CHAMPAGNE PANNIER EXTRA BRUT;CDH-001031;CHAMPAGNE;18,9;2000;1;NM;1,33;x 6;75 cl;BLC;annee:NM,couleur:BLC,contenant:75 cl,conditionnement:x 6
136;IGP COMTE TOLOSAN - LEO & CO;220020H;CAVE DE LABASTIDE DE LEVIS;2,19;970;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
802;AOP SANCERRE DOMAINE DE ST PIERRE;080011;DOMAINE DE SAINT-PIERRE;6,45;2000;1;2014;0,63;x 12;37.5 cl;BLC;annee:2014,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
641;AOP HAUT-MEDOC ENCLOS DE RAMAGE;052046;GIRONDE ET GASCOGNE;14,15;0;1;2010;1,47;x 6;150 cl;RGE;annee:2010,couleur:RGE,contenant:150 cl,conditionnement:x 6
418;AOP CABERNET D'ANJOU  DOMAINE DE LA MOTTE;185001H;DOMAINE DE LA MOTTE;2,8;1970;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
177;IGP PAYS D'OC ROUSSANNE VERMENTINO DOMAINE DE MUS;206004H;DOMAINE DE MUS;2,81;952;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
67;AOP COTES DE BOURG GRAINS FINS CHATEAU DE LA GRAVE;040004;CHATEAU DE LA GRAVE;5,7;1976;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
609;AOP BORDEAUX CHATEAU FLAMAND BELLEVUE;049020;CHATEAU LAUDUC ;2,25;-36;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
513;AOP COTEAUX DU LANGUEDOC LE SOURIRE DE LISE DME L'AIGUELIERE;179002H;DOMAINE DE L'AIGUELIERE ;3,75;200;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
221;IGP PAYS D'OC VIOGNIER DOMAINE DES HOMS;119003;DOMAINE DES HOMS;5,2;1000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
317;AOP CROZE HERMITAGE SENS;163002H;DOMAINE FAYOLLE FILS ET FILLE;6,95;1904;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
559;IGP VAUCLUSE LE PUY SAINT MARTIN;134003;DOMAINE GALEVAN;3,78;200;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
32;IGP MEDITERRANEE TERES;059026;CHATEAU DU ROUET;9,9;1842;1;NM;5,5;x 1;B05L;RSE;annee:NM,couleur:RSE,contenant:B05L,conditionnement:x 1
259;IGP CEVENNES LES FRIGOULIERS CAMP GALHAN;012002H;DOMAINE DE CAMP-GALHAN;3,38;1760;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
360;Bodegas Aranleon ;CDH-176003;VIN D'ESPAGNE;6,29;2000;1;2007;1,33;x 6;75 cl;RGE;annee:2007,couleur:RGE,contenant:75 cl,conditionnement:x 6
456;AOP PETIT CHABLIS DOMAINE SEGUINOT BORDET;231002H;DOMAINE SEGUINOT-BORDET ;6,5;2000;0;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
493;Caisse bois 6 bouteilles ;995009H;Caisse bois ;9,93;2000;1;NM;6;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
151;AOP CAHORS La Rangee du Cure DOMAINE CAPELANEL;212001H;DOMAINE CAPELANEL;5,59;970;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
201;VDP COTES DE PROUILHE MERLOT DOMAINE DES CONSULS;097004;CHATEAU DE COINTES;2,1;922;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
296;AOP VACQUEYRAS CHATEAU DES ROQUES;115007;CHATEAU DES ROQUES;7;1976;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
825;AOP COSTIERES DE NIMES;002016;CAVE GALLICIAN;9,35;1955;1;NM;5,5;x 1;B05L;RSE;annee:NM,couleur:RSE,contenant:B05L,conditionnement:x 1
398;AOP COTEAUX DU GIENNOIS G.THIEBAULT;143002;DOMAINE VILLARGEAU;4;1754;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
90;AOP GRAVES CUVEE PRESTIGE CARBON D'ARTIGUES;062031;CHATEAU CARBON D'ARTIGUES;6,9;1000;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
659;IGP VAUCLUSE D'ORANGE CAVE LES COTEAUX DU RHONE;201002;CAVE LES COTEAUX DU RHONE;13,35;0;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
239;AOP COTES DE PROVENCE ESTERELLE;059005;CHATEAU DU ROUET;3,6;1000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
337;AOP MOULIN A VENT DOMAINE DUBOST;126007H;DOMAINE DUBOST;7,5;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
436;Les Murgers des dents de chien ;230002H;DOMAINE DES MEIX ;13,74;1982;0;2014;1,33;x 6;75 cl;;annee:2014,couleur:,contenant:75 cl,conditionnement:x 6
131;AOP POMEROL CHATEAU BEAU SOLEIL;563001H;CHATEAU BEAU SOLEIL;13,5;964;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
797;Pannier Brut Rose;001005H;CHAMPAGNE;20,75;2000;0;;1,33;0;;;annee:,couleur:,contenant:,conditionnement:0
634;AOP GRAVES CHATEAU CARBON D'ARTIGUES;062002;CHATEAU CARBON D'ARTIGUES;9,2;0;1;2012;1,47;x 6;150 cl;RGE;annee:2012,couleur:RGE,contenant:150 cl,conditionnement:x 6
531;AOP CAIRANNE CDR VILLAGES DOMAINE BOISSON;243002H;DOMAINE BOISSON ;5,87;200;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
59;AOP BLAYE COTES DE BORDEAUX CUVEE TRADITION CHATEAU LES BERTRANDS;028005;CHATEAU LES BERTRANDS;2,8;1000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
775;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;601010H;COMTE DE GASCOGNE;8,38;188;1;NM;10,2;x 1;B10L;BLC;annee:NM,couleur:BLC,contenant:B10L,conditionnement:x 1
508;AOP COTES DE PROVENCE SECRETS DE COMPTOIR;233001H;LE COMPTOIR DES VINS DE FLASSANS;3,35;1952;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
216;AOP MINERVOIS Tradition DOMAINE PUJOL-IZARD;210001H;PUJOL IZARD;2,58;982;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
312;AOP COTES DU RHONE VILLAGE YVONNE DOMAINE CABOTTE;171002H;DOMAINE CABOTTE;8,12;2000;1;2009;1,33;x 6;75 cl;RGE;annee:2009,couleur:RGE,contenant:75 cl,conditionnement:x 6
413;AOP CHINON JM RAFFAULT;037010;DOMAINE JEAN-MAURICE RAFFAULT;4,75;1976;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
172;IGP PAYS D'OC CHARDONNAY BACHELLERY;206001H;DOMAINE DE BACHELLERY;2,81;951;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
109;AOP MOULIS EN MEDOC CHATEAU GRANINS GRAND POUJEAUX;094004;CHATEAU GRANINS GRAND POUJEAUX;7,95;976;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
254;IGP PAYS D'OC GRIS DES LAUNES GALLICIAN;002027;CAVE GALLICIAN;2;1922;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
355;UTIEL REQUENA ARANLEON AHORA;176004H;VIN D'ESPAGNE;3,12;2000;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
451;AOP SAINT-VERAN TRADITION COLLOVRAY&TERRIER;025001;DOMAINE DES DEUX ROCHES;6,79;3988;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
486;AOP SANCERRE LES MONTS DAMNES DOMAINE ST PIERRE;080009;DOMAINE DE SAINT-PIERRE;9;2000;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
146;IGP COTES DE GASCOGNE MERLOT-TANNAT MISELLE;205004;DOMAINE DE MISELLE;2,4;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
196;AOP LANGUEDOC LE BLANC TURNER-PAGEOT;228001H;DOMAINE TURNER PAGEOT;7,19;910;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
290;IGP COLLINES RHODANIENNES SYRAH LAURENT MARTHOURET;127010H;LAURENT MARTHOURET;3,75;1940;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
813;IGP MEDITERRANEE LES COTEAUX DU RHONE;201003;CAVE LES COTEAUX DU RHONE;13,35;-2;0;;5,5;x 1;B05L;RSE;annee:,couleur:RSE,contenant:B05L,conditionnement:x 1
392;AOP CHEVERNY DOMAINE MAISON;175001;DOMAINE MAISON PERE & FILS;3,75;1796;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
85;AOP ST EMILION GRAND CRU CLOS TRIMOULET;051133;VIGNOBLE APPOLLOT;17,7;925;1;2011;1,47;x 6;150 cl;RGE;annee:2011,couleur:RGE,contenant:150 cl,conditionnement:x 6
653;AOP POMEROL BEAU SOLEIL;563001H;CHATEAU BEAU SOLEIL;13,13;1964;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
552;IGP PAYS D'OC L'EPICERIE DE CASTELNAU;178016H;DOMAINE DE CASTELNAU;2;2000;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
27;IGP ST GUILHEM LE DESERT;036011;LA CAVE DE MONTPEYROUX;7,35;390;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
791;AOP PINOT NOIR;007011;DOMAINE ANDRE DUSSOURT;6,3;2000;1;2011;0,63;x 12;37.5 cl;RGE;annee:2011,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
627;AOP ST EMILION GRAND CRU CLOS TRIMOULET;051131;VIGNOBLE APPOLLOT;4,55;0;1;2012;0,63;x 24;37.5 cl;RGE;annee:2012,couleur:RGE,contenant:37.5 cl,conditionnement:x 24
526;IGP BOUCHE DU RHONE RESERVE DU GARDIAN;240002H;MAS DE VALERIOLE ;2,95;116;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
234;AOP COTES DU ROUSSILLON MONTNER;039013;VIGNERONS DES COTES D'AGLY;4,72;988;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
332;AOP BEAUJOLAIS VIEILLES VIGNES DOMAINE DU BOIS DU JOUR;229007;DOMAINE DU BOIS DU JOUR;3,9;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
431;AOP MARSANNAY DOMAINE HUGUENOT;805005H;DOMAINE HUGUENOT;11,59;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
125;AOP ST JULIEN Cru Bourgeois CHATEAU MOULIN DE LA ROSE 2014;182002H;VIGNOBLE DELON;16,25;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
578;AOP BORDEAUX SUPERIEUR CHATEAU LES HAUTS DE PEREY;019003;VIGNOBLE YON;2,25;-60;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
211;AOP FAUGERES CARMINA BUTIS CHATEAU HAUT-LIGNIERES;050010;CHATEAU HAUT-LIGNIERES;6,5;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
306;AOP SYLVANER TRADITION;007001;DOMAINE ANDRE DUSSOURT;4;1970;1;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
408;AOP SAUMUR BRUT METHODE TRADITIONNELLE LA PALEINE;089903;DOMAINE DE LA PALEINE;4,1;1838;1;2016;1,33;x 6;75 cl;BLC;annee:2016,couleur:BLC,contenant:75 cl,conditionnement:x 6
166;IGP PAYS D'OC SAUVIGNON LE BOSQUET CASTELNAU;178009H;DOMAINE DE CASTELNAU;2,29;964;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
845;IGP DES CEVENNES;187003H;VIGNERONS DE TORNAC;9,26;50;1;NM;5,5;x 1;B05L;BLC;annee:NM,couleur:BLC,contenant:B05L,conditionnement:x 1
104;AOP MEDOC CHATEAU DE LA BRANNE;180002H;CHATEAU LA BRANNE;6,19;928;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
50;SANGRIA FIESTA  (x 4);156001H;SANGRIA FIESTA;6,13;192;1;NM;3,2;x 1;B03L;RGE;annee:NM,couleur:RGE,contenant:B03L,conditionnement:x 1
770;AOP CORBIERES CASTELMAURE;084001;VIGNOBLE CASTELMAURE;11,2;1937;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
285;AOP COTES DU RHONE PATRICE NICOLAS;201008;CAVE LES COTEAUX DU RHONE;3,05;1982;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
387;PORTO FINEST RESERVE QUINTA SANTA EUFEMIA;CDH-556003;PORTOS;12,14;1992;1;NM;1,33;x 6;75 cl;RGE;annee:NM,couleur:RGE,contenant:75 cl,conditionnement:x 6
144;IGP COTES DE GASCOGNE PETIT MANSENG MISELLE;205003;DOMAINE DE MISELLE;3,7;976;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
80;AOP SAINT EMILION GRAND CRU CHATEAU JUCALIS;164005/12;CHATEAU JUPILLE CARILLON;9;970;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
811;AOP BLANQUETTE DE LIMOUX PREMIERES BULLES BRUT;CDV226002;SIEUR D'ARQUES;5,05;2000;1;NM;1,47;x 6;150 cl;BLC;annee:NM,couleur:BLC,contenant:150 cl,conditionnement:x 6
648;AOP ST-ESTEPHE CHATEAU TOUR DE PEZ;041020;CHATEAU TOUR DE PEZ;30;2000;1;2009;1,47;x 6;150 cl;RGE;annee:2009,couleur:RGE,contenant:150 cl,conditionnement:x 6
544;AOP LUBERON - TERRARMONIE - LOUERION;202012;LOUERION TERRES D'ALLIANCE;3,5;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
21;AOP VENTOUX;204002H;DOMAINE DU BON REMEDE;9,61;353;0;;5,5;x 1;B05L;RGE;annee:,couleur:RGE,contenant:B05L,conditionnement:x 1
249;AOP BANDOL DOMAINE DE LA GARENNE;159001H;DOMAINE DE LA GARENNE;6,63;1982;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
350;AOP COTE DU JURA PINOT NOIR;CDH-222002;DOMAINE GRAND;7,75;2000;1;0;1,33;x 6;75 cl;RGE;annee:0,couleur:RGE,contenant:75 cl,conditionnement:x 6
446;AOP VOLNAY 1ER CRU LES MITANS DOMAINE FRANCOIS CHARLES;CDH-801005;DOMAINE FRANCOIS CHARLES;20,94;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
481;AOP VIN DE CORSE PARALLELE CASANOVA;235002H;DOMAINE CASANOVA ;4,43;1922;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
191;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;199002;PRIEURE ST JEAN DE BEBIAN;13,6;1000;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
619;AOP COTES DU RHONE;201011;CAVE LES COTEAUX DU RHONE;10,1;0;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
521;IGP VALLEE DU TORGAN ET DU PARADIS GRENACHE NOIR LES GARRIGUES;241003H;CAVE DE MONT TAUCH ;2,95;188;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
229;AOP CORBIERES LE CASTELMAURE ROUGE VIGNERON;084006;DOMAINE CASTELMAURE;2,75;700;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
325;AOP CREMANT D'ALSACE METHODE TRADITIONNELLE;007005;DOMAINE ANDRE DUSSOURT;6,65;1964;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
426;AOP MENETOU-SALON DOMAINE DU PRIEURE;113001;DOMAINE DU PRIEURE;5,7;4000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
120;AOP ST ESTEPHE CHATEAU TOUR DE PEZ 2010;041001/10;CHATEAU TOUR DE PEZ;14,35;957;1;2010;1,33;x 6;75 cl;RGE;annee:2010,couleur:RGE,contenant:75 cl,conditionnement:x 6
785;IGP GARD GRES D'OR GALLICIAN;002026;CAVE GALLICIAN;1,78;1970;1;2014;1,33;x 6;150 cl;RGE;annee:2014,couleur:RGE,contenant:150 cl,conditionnement:x 6
75;AOP PUISSEGUIN ST EMILION LA FOURVIEILLE CHATEAU GUIBOT;048020;VIGNOBLE HENRI-BOURLON;9,2;1000;1;2008;1,33;x 6;75 cl;RGE;annee:2008,couleur:RGE,contenant:75 cl,conditionnement:x 6
161;AOP PICPOUL DE PINET CARTE NOIRE;099016;ORMARINE;2,92;1904;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
209;AOP FAUGERES LE 1ER CHATEAU HAUT-LIGNIERES;050003;CHATEAU HAUT-LIGNIERES;3,25;1000;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
304;AOP BEAUME DE VENISE TERRISSIMO;074013;GIGONDAS LA CAVE;4,65;1784;0;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
837;VIN DE PAYS DU GARD CAVE GALLICIAN;002017;CAVE GALLICIAN;7,51;326;1;NM;10,2;x 1;B10L;RSE;annee:NM,couleur:RSE,contenant:B10L,conditionnement:x 1
406;AOP SAUMUR CUVEE DU PRINTEMPS LA PALEINE;089002;DOMAINE DE LA PALEINE;3,65;1916;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
99;AOP MEDOC CHATEAU LE BREUIL RENNAISSANCE;075002;VIGNOBLE BERARD;4,15;1910;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
45;AOP BORDEAUX SUPERIEUR CHATEAU LES HAUTS DE PEREY;019009;CHATEAU LES HAUTS PEREY;11,2;600;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
765;IGP PAYS D'OC CHARDONNAY LES CITELLES;174015;LES COTEAUX DU PIC;9,96;10;1;NM;10,2;x 1;B10L;BLC;annee:NM,couleur:BLC,contenant:B10L,conditionnement:x 1
567;AOP MOULIS EN MEDOC CHATEAU CHEMIN ROYAL;194002H;CHATEAU CHEMIN ROYAL;7,5;2000;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
40;AOP BERGERAC CHATEAU LES MARNIERES;110501;CHATEAU MARNIERES;11,15;742;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
268;AOP LIRAC DOMAINE LA COSTE DU PUY;160001H;DOMAINE LACOSTE DU PUY;5,94;1958;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
368;AOP VOUVRAY CLOS DE ROUGEMONT VIGNEAU CHEVREAU;CDV010050;DOMAINE VIGNEAU-CHEVREAU;6,3;1958;0;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
464;AOP BOURGOGNE ALIGOTE DOMAINE FILLON ;095001;DOMAINE FILLON;3,7;3862;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
16;ROSE PAMPLEMOUSSE;002200;CAVE GALLICIAN;6,95;24;1;NM;3,2;x 1;B03L;RSE;annee:NM,couleur:RSE,contenant:B03L,conditionnement:x 1
244;ICE PAMPLOON ROSE PAMPLEMOUSSE LE ROUET;059101;LE ROUET;1,8;2000;1;2016;1,33;x 6;75 cl;RSE;annee:2016,couleur:RSE,contenant:75 cl,conditionnement:x 6
343;AOP COTES DU JURA CHARDONNAY;CDH-222004 ;DOMAINE GRAND;7,44;2000;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
441;AOP HAUTES COTES DE BEAUNE;801001H;DOMAINE FRANCOIS CHARLES;6,47;1976;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
476;AOP BORDEAUX CLASSIC CHATEAU LAUDUC;049015;CHATEAU LAUDUC ;2,9;1952;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
186;AOP TERRASSES DU LARZAC L'ENFANT TERRIBLE;046020;DOMAINE D'ARCHIMBAUD;7,5;1988;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
280;AOP LUBERON FIEF;202006;LOUERION TERRES D'ALLIANCE;2,8;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
139;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;601001H;COMTE DE GASCOGNE;2,06;1000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
805;AOP SAINT-VERAN;025002;DOMAINE DES DEUX ROCHES;6,79;2000;1;2010;1,33;x 24;37.5 cl;BLC;annee:2010,couleur:BLC,contenant:37.5 cl,conditionnement:x 24
224;IGP PAYS D'OC CHATEAU JOUCLARY;CDV162004;CHATEAU JOUCLARY;2,9;2000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
320;AOP COTE ROTIE DOMAINE PARPETTE;100001H;CEDRIC PARPETTE;18,75;1970;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
421;AOP COTEAUX DU LAYON DOMAINE DE LA MOTTE;185004H;DOMAINE DE LA MOTTE;4,91;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
114;AOP HAUT-MEDOC ENCLOS DE RAMAGE;052039;GIRONDE ET GASCOGNE;6,85;928;1;2010;1,33;x 6;75 cl;RGE;annee:2010,couleur:RGE,contenant:75 cl,conditionnement:x 6
780;AOP BORDEAUX SUPERIEUR CHATEAU LES HAUTS DE PEREY;019008;CHATEAU LES HAUTS PEREY;11,2;254;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
70;AOP BORDEAUX SUPERIEUR CHATEAU MESSAYA;169002;CHATEAU PERREAU BEL AIR;2,47;1448;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
516;IGP ST GUILHEM LE DESERT LES SARDINES;174006;LES COTEAUX DU PIC;2,2;86;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
93;AOP BORDEAUX SUPERIEUR CHATEAU GAURY-BALETTE;096010H ;CHATEAU DE L'HOSPITAL;6,38;1934;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
760;VIN DE TABLE GALLICIAN;002008;CAVE GALLICIAN;12,04;452;1;NM;20,2;x 1;B20L;RGE;annee:NM,couleur:RGE,contenant:B20L,conditionnement:x 1
562;AOP RASTEAU LES FONTAINES DOMAINE LA COLLIERE;197002H;DOMAINE DE LA COLLIERE;9,68;200;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
