ID;Nom;Référence;Catégorie;Prix de base;Quantite;Etat;Millesime;Poids;U.C.;Cont;Coul;Caractéristiques
218;Domaine de Fairjal;190002;CHATEAU PIQUE PERLOU;3,1;1000;0;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
256;AOP COSTIERES DE NIMES LES COMBES DE MEZIERES;002023;CAVE GALLICIAN;2,19;3970;0;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
501;IGP VIOGNIER  BALLADE DE COLINE;201028;CAVE LES COTEAUX DU RHONE;2,3;2000;0;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
381;ICE PAMPLOON ROSE;059101;LE ROUET;1,8;0;0;;1,33;x 6;75 cl;;annee:,couleur:,contenant:75 cl,conditionnement:x 6
452;AOP ST VERAN LES RIVES DE LONGSAULT DOMAINE DES DEUX ROCHES;025003;DOMAINE DES DEUX ROCHES;7,65;3952;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
759;IGP VAUCLUSE CHATEAU DES ROQUES;115010;CHATEAU DES ROQUES;14,5;500;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
561;IGP MEDITERRANNEE ROUGE;201032;CAVE LES COTEAUX DU RHONE;1,92;300;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
34;AOP COTEAUX D'AIX EN PROVENCE LES VIGNERONS DU MIS;219001H;LES VIGNERONS DU MISTRAL;14,13;389;1;2014;5,5;x 1;B05L;RSE;annee:2014,couleur:RSE,contenant:B05L,conditionnement:x 1
261;IGP CEVENNES LES FRIGOULIERS CAMP GALHAN;012005H;DOMAINE DE CAMP-GALHAN;3,38;1976;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
362;Bodegas Real ;123001H;VIN D'ESPAGNE;2;2000;0;2011;1,33;x 6;75 cl;;annee:2011,couleur:,contenant:75 cl,conditionnement:x 6
458;AOP ST ROMAIN DOMAINE LE BOUT DU MONDE;230001H;CLOS DE L'ANHEL ;7;2000;0;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
495;Caisse bois 12 bouteilles ;995001H;Caisse bois ;14,55;2000;1;NM;5;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
153;AOP JURANCON MOELLEUX DOMAINE DE BELLEGARDE;017010H;DOMAINE BELLEGARDE;6,88;1000;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
203;IGP CHARDONNAY DOMAINE D'ANTUGNAC;025026;DOMAINE D'ANTUGNAC;3,04;730;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
298;AOP COTES DU RHONE PAROLES DE FEMME;134005;DOMAINE GALEVAN;4,59;1898;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
827;AOP VENTOUX;204004H;DOMAINE DU BON REMEDE;9,61;97;0;;5,5;x 1;B05L;RSE;annee:,couleur:RSE,contenant:B05L,conditionnement:x 1
400;AOP MEURSAULT 1ER CRULES GENEVRIERES DOMAINE LATOUR-GIRAUD;CDH-022003;DOMAINE LATOUR-GIRAUD;24,71;2000;1;2007;1,33;x 6;75 cl;BLC;annee:2007,couleur:BLC,contenant:75 cl,conditionnement:x 6
92;AOP CADILLAC LA PASSONE CHATEAU CARBON D'ARTIGUES;062030;CHATEAU CARBON D'ARTIGUES;4,8;988;1;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
533;AOP COTES DU RHONE COLLINE DOMAINE DE LA CABOTTE;171004H;DOMAINE CABOTTE;4,63;176;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
180;AOP COTEAUX DU LANGUEDOC LA DRAILLE MAS DES CABRES;137003;MAS DES CABRES;4,95;952;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
274;IGP VAUCLUSE LEA;202001;LOUERION TERRES D'ALLIANCE;2,07;1958;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
374;AOP FIEFS VENDEENS CUVEE JADIS CLOS DES CHAUMES;142005H;LE CLOS DES CHAUMES;4,28;2000;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
133;AOP SAUTERNES CHATEAU GRAND CARRETEY;125001H;VIGNOBLE LABOUILLE;10,63;1000;0;2011;1,33;x 6;75 cl;BLC;annee:2011,couleur:BLC,contenant:75 cl,conditionnement:x 6
799;AOP ST NICOLAS DE BOURGUEIL DOMAINE OLIVIER;035002;DOMAINE OLIVIER;4,07;2000;1;2013;0,63;x 12;37.5 cl;RGE;annee:2013,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
636;AOP MEDOC CRU BOURGEOIS CHATEAU DES CABANS;075011;VIGNOBLE BERARD;13,95;0;1;2013;1,47;x 6;150 cl;RGE;annee:2013,couleur:RGE,contenant:150 cl,conditionnement:x 6
10;AOP VACQUEYRAS (carton de 6 bib);201020;CAVE LES COTEAUX DU RHONE;16,2;500;1;NM;3,2;x 1;B03L;RGE;annee:NM,couleur:RGE,contenant:B03L,conditionnement:x 1
111;AOP LISTRAC-MEDOC CLOS DES DEMOISELLES;194001H;CLOS DES DEMOISELLES;7,75;922;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
61;AOP BLAYE COTES DE BORDEAUX CUVEE PRESTIGE CHATEAU LES BERTRANDS;028011;CHATEAU LES BERTRANDS;4,25;1000;1;2012;1,33;x 6;75 cl;BLC;annee:2012,couleur:BLC,contenant:75 cl,conditionnement:x 6
777;AOP COTES DE BERGERAC CHATEAU LES MARNIERES;110500;CHATEAU MARNIERES;11,15;376;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
591;AOP BORDEAUX CHATEAU LAUDUC TRADITION;049008;CHATEAU LAUDUC ;2,1;0;1;2012;0,63;x 12;37.5 cl;RGE;annee:2012,couleur:RGE,contenant:37.5 cl,conditionnement:x 12
510;IGP MARSANNE DOMAINE MARTHOURET;127008H;LAURENT MARTHOURET;4,75;2000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
314;AOP HERMITAGE LES DIONNIERES;163006H;DOMAINE FAYOLLE FILS ET FILLE;24,8;1982;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
415;AOP CHINON LES GRAVES;116001;DOMAINE FABRICE GASNIER;4,6;1904;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
174;IGP PAYS D'OC GRENACHE BACHELLERY;206002H;DOMAINE DE BACHELLERY;2,79;982;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
555;CANFORRALES TEMPRANILLO;123002H;VIN D'ESPAGNE;2,7;80;1;2014;1,33;x 12 CB;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 12 CB
29;AOP ST CHINIAN LE COTEAU DES GRIOTTES;603002H;LE COTEAU DES GRIOTTES;10,39;631;1;2012;5,5;x 1;B05L;RGE;annee:2012,couleur:RGE,contenant:B05L,conditionnement:x 1
357;UTIEL REQUENA ARANLEON CRIANZA;176001H;VIN D'ESPAGNE;3,47;2000;1;2009;1,33;x 6;75 cl;RGE;annee:2009,couleur:RGE,contenant:75 cl,conditionnement:x 6
453;AOP MACON VILLAGE TRADITION COLLOVRAY&TERRIER;025010;DOMAINE DES DEUX ROCHES;5,55;2000;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
488;AOP SANCERRE CUVEE MARECHAL DOMAINE DE ST-PIERRE;080006;DOMAINE DE SAINT-PIERRE;12;2000;1;2011;1,33;x 12;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 12
148;AOP GAILLAC - HOMMAGE A LA TRUFFE;220028H;CAVE DE LABASTIDE DE LEVIS;6,41;988;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
198;IGP ST GUILHERM DU DESERT CARIGNAN PETIT LOUP;174003;LES COTEAUX DU PIC;2,12;1262;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
293;AOP ST JOSEPH LAURENT MARTHOURET;127005H;LAURENT MARTHOURET;8,38;1988;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
822;VIN DE TABLE CAVE GALLICIAN;002009;CAVE GALLICIAN;12,04;469;1;NM;20,5;x 1;B20L;RSE;annee:NM,couleur:RSE,contenant:B20L,conditionnement:x 1
394;AOP CHEVERNY DOMAINE MAISON;175002;DOMAINE MAISON PERE & FILS;3,75;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
87;AOP GRAVES CHATEAU LA ROSE SARRON;168002;CHATEAU LA ROSE SARRON;3,35;790;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
655;IGP MEDITERRANEE TERES;059025;CHATEAU DU ROUET;6;6000;0;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
127;AOP PAUILLAC CHATEAU DE BELLEGRAVE;181013H;CHATEAU BELLEGRAVE;13,75;964;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
793;AOP TOURAINE DOMAINE DE LA CHAISE;114002;DOMAINE DE LA CHAISE;2,75;2000;1;2015;0,63;x 12;37.5 cl;BLC;annee:2015,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
630;AOP GRAVES CHATEAU LA ROSE SARRON;168003;CHATEAU LA ROSE SARRON;2,66;0;1;2014;0,63;x 12 CB;37.5 cl;RGE;annee:2014,couleur:RGE,contenant:37.5 cl,conditionnement:x 12 CB
528;IGP CEVENNES LES FRIGOULIERS CHARDONNAY CAMP-GALHAN;012004H;DOMAINE DE CAMP-GALHAN;3,87;200;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
236;IGP MUSCAT DE RIVESALTES COTES D'AGLY;039030;VIGNERONS DES COTES D'AGLY;3,78;964;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
334;Tracot;126001H;DOMAINE DUBOST;5,06;2000;0;2013;1,33;x 6;75 cl;;annee:2013,couleur:,contenant:75 cl,conditionnement:x 6
433;AOP FIXIN PETITS CRAIS DOMAINE HUGUENOT;CDH-805002;DOMAINE HUGUENOT;13,24;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
581;IGP D'OC MERLOT;002001;CAVE GALLICIAN;7,86;0;0;;5,5;x 1;B05L;RGE;annee:,couleur:RGE,contenant:B05L,conditionnement:x 1
213;VIN DE FRANCE LES FILLES DE LA GUINGUETTE;192001H;MARQUISE DES MURES;3,2;982;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
309;VDN MUSCAT BEAUME DE VENISE;074029;GIGONDAS LA CAVE;7,7;1994;0;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
410;AOP SAUMUR CHAMPIGNY PLAISIR DE ST JEAN;218001H;DOMAINE SAINT-JEAN;3,94;2000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
168;IGP PAYS D'OC MERLOT CABERNET L'ENCLOS CASTELNAU;178008H;DOMAINE DE CASTELNAU;2,19;982;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
847;IGP MEDITERRANNEE TERES;059024;CHATEAU DU ROUET;6;0;1;2015;1,47;x 6;150 cl;RSE;annee:2015,couleur:RSE,contenant:150 cl,conditionnement:x 6
106;AOP HAUT MEDOC LA PETITE DEVISE CHATEAU DEVISE D'ARDILLEY;058004H;CHATEAU DEVISE D'ARDILLEY;6,13;922;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
56;AOP BLAYE COTES DE BORDEAUX CUVEE TRADITION CHATEAU LES BERTRANDS;028001;CHATEAU LES BERTRANDS;3,25;10000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
772;AOP MINERVOIS DOMAINE PUJOL-IZARD;210003H;DOMAINES PUJOL-IZARD;11,29;400;1;NM;10,2;x 1;B10L;RGE;annee:NM,couleur:RGE,contenant:B10L,conditionnement:x 1
193;IGP PAYS D'OC GRENACHE BLANC MAS DES DAMES;208003H;MAS DES DAMES;5,88;988;1;2013;1,33;x 6;75 cl;BLC;annee:2013,couleur:BLC,contenant:75 cl,conditionnement:x 6
287;AOP CDR VILLAGES MASSIF D'UCHAUX ARBOUSE;201015;CAVE LES COTEAUX DU RHONE;3,25;1952;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
389;PORTO TAWNY 20 ANS D'AGE QUINTA SANTA EUFEMIA;CDH-556005;PORTOS;31,57;2000;1;NM;1,33;x 6;75 cl;RGE;annee:NM,couleur:RGE,contenant:75 cl,conditionnement:x 6
82;AOP MONTAGNE ST EMILION CHATEAU CHEVALIER ST-GEORGES;051000;VIGNOBLE APPOLLOT;5,6;1730;1;2011;1,33;x 6;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 6
650;Esterelle;059020;CHATEAU DU ROUET;3,6;2000;0;2014-2015;1,33;x 6;75 cl;RSE;annee:2014-2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
546;AOP COTES DE RHONE VALREAS DOMAINE VALLEE DES GRIVES;232001H;DOMAINE VALLE DES GRIVES;3,63;2000;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
23;VIN DE FRANCE ROSE FRUITE LOUERION;202010;LOUERION - TERRE D'ALLIANCE;8,9;100;1;2014;5,5;x 1;B05L;RSE;annee:2014,couleur:RSE,contenant:B05L,conditionnement:x 1
251;IGP GARD GRES D'OR GALLICIAN;002102;CAVE GALLICIAN;1,78;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
352;EL GRANO CARMENERE VIN DU CHILI;070002H;VIN DU CHILI;3,29;1892;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
448;AOP MERCUREY PREMIER CRU LES CRETS DOMAINE SUREMAIN;154002H;DOMAINE DE SUREMAIN;10,82;2000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
483;IGP PAYS D'OC MUSCAT PETITS GRAINS LOUERION;202008;LOUERION TERRES D'ALLIANCE;3,15;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
623;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;124005CB;CHATEAU BECHEREAU;18,6;0;1;2011;1,33;x 3;75 cl;RGE;annee:2011,couleur:RGE,contenant:75 cl,conditionnement:x 3
523;IGP VALLEE DU TORGAN ET DU PARADIS ROSE GRIS LES GARRIGUES;241004H;CAVE DE MONT TAUCH ;2,95;182;1;2015;1,33;x 6;75 cl;RSE;annee:2015,couleur:RSE,contenant:75 cl,conditionnement:x 6
231;AOP CORBIERES LA GRANDE CUVEE CASTELMAURE;084008;DOMAINE CASTELMAURE;5,98;976;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
328;AOP BEAUJOLAIS DOMAINE DU BOIS DU JOUR;229005;DOMAINE DU BOIS DU JOUR;4,5;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
428;AOP PERNAND VERGELESSES DOMAINE DUBREUIL FONTAINE;CDH-068005;DOMAINE DUBREUIL-FONTAINE;12,8;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
122;CAISSE BOIS 2 BOUTEILLES TOUR DE PEZ;CDV041017;CHATEAU TOUR DE PEZ;4,3;1000;1;2009;1,33;x 6;75 cl;RGE;annee:2009,couleur:RGE,contenant:75 cl,conditionnement:x 6
788;AOP VACQUEYRAS CHATEAU DES ROQUES;115006;CHATEAU DES ROQUES;6,7;2000;1;2000;1,33;x 6;150 cl;RGE;annee:2000,couleur:RGE,contenant:150 cl,conditionnement:x 6
78;AOP LALANDE DE POMEROL CHATEAU BECHEREAU;124010;CHATEAU BECHEREAU;6,3;874;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
370;AOP VOUVRAY METHODE TRADITIONNELLE CLOS DES AUMONES;140001;DOMAINE CLOS DES AUMONES;4,3;1784;1;2016;1,33;x 6;75 cl;BLC;annee:2016,couleur:BLC,contenant:75 cl,conditionnement:x 6
467;AOP PETIT CHABLIS DOMAINE FILLON;095010;DOMAINE FILLON;4,65;3790;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
503;AOP MARGAUX AURORE DE DAUZAC;CDH-564001;GRANDS CRUS CLASSES;18,13;2000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
163;IGP PAYS D'OC L'EPICERIE DE CASTELNAU;178015H;DOMAINE DE CASTELNAU;2;1000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
839;IGP CEVENNES RSE;187008H;VIGNERONS DE TORNAC;9,26;32;1;NM;3,2;x 1;B03L;RSE;annee:NM,couleur:RSE,contenant:B03L,conditionnement:x 1
101;AOP MEDOC CHATEAU LE BREUIL RENNAISSANCE;CDV075005;VIGNOBLE BERARD;30;996;1;2005;2,94;x 1;;RGE;annee:2005,couleur:RGE,contenant:,conditionnement:x 1
47;AOP COTES DE BOURG G DE LA GRAVE;040007;CHATEAU DE LA GRAVE;13,8;789;1;2014;5,5;x 1;B05L;RGE;annee:2014,couleur:RGE,contenant:B05L,conditionnement:x 1
767;AOP VENTOUX;204001H;DOMAINE DU BON REMEDE;9,61;100;0;;10,2;x 1;B10L;RGE;annee:,couleur:RGE,contenant:B10L,conditionnement:x 1
574;AOP BORDEAUX SUPERIEUR CHATEAU GAURY-BALETTE;019012;VIGNOBLE YON;6,18;0;1;2005;1,47;x 6;150 cl;RGE;annee:2005,couleur:RGE,contenant:150 cl,conditionnement:x 6
270;IGP MEDITERRANNEE VIOGNIER DOMAINE DU BON REMEDE;204008H;DOMAINE DU BON REMEDE;5;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
808;AOP BOURGOGNE ALIGOTE DOMAINE FILLON ;095002;DOMAINE FILLON;3,7;2000;1;2014;0,63;x 12;37.5 cl;BLC;annee:2014,couleur:BLC,contenant:37.5 cl,conditionnement:x 12
539;AOP MENETOU SALON DOMAINE DE LOYE;244001H;DOMAINE DE LOYE ;5,75;200;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
18;IGP PAYS D'OC CHARDONNAY LES CITELLES;174016;LES COTEAUX DU PIC;9,96;-5;1;NM;5,5;x 1;B05L;BLC;annee:NM,couleur:BLC,contenant:B05L,conditionnement:x 1
246;ICE NECTARINES BLANC LE ROUET;059102;LE ROUET;1,8;2000;1;2014-2015;1,33;x 6;75 cl;BLC;annee:2014-2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
345;AOP COTES DU JURA VIN DE PAILLE DOMAINE GRAND;CDH-222006;DOMAINE GRAND;17,94;2000;1;2010;1,33;x 6;75 cl;BLC;annee:2010,couleur:BLC,contenant:75 cl,conditionnement:x 6
443;AOP HAUTES COTES DE BEAUNE;801003H;DOMAINE FRANCOIS CHARLES;6,47;3880;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
478;AOP ST JULIEN CHATEAU DU GLANA;181508H;CHATEAU DU GLANA;13,25;1982;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
188;IGP PAYS D'OC CHARDONNAY VIOGNIER LA CROIX DE BEBIAN;199004;PRIEURE ST JEAN DE BEBIAN;4,1;982;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
282;IGP VAUCLUSE BALLADE DE COLINE;201027;CAVE LES COTEAUX DU RHONE;1,92;586;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
384;AOP CHAMPAGNE PANNIER BLANC DE BLANC MILLESIME;CDH-001006;CHAMPAGNE;24,22;1982;1;NM;1,33;x 6;75 cl;BLC;annee:NM,couleur:BLC,contenant:75 cl,conditionnement:x 6
141;IGP COTES DE GASCOGNE GROS MANSENG COMTE DE GASCOGNE;601003H;COMTE DE GASCOGNE;3;1000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
518;IGP VALLEE DU TORGAN ET DU PARADIS GRENACHE BLANC LES GARRIGUES;241005H;CAVE DE MONT TAUCH ;2,95;134;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
226;AOP FITOU B DE BERNARD MAYNADIER;139001H;DOMAINE MAYNADIER;3,44;1000;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
322;AOP GEWURZTRAMINER TRADITION;007004;DOMAINE ANDRE DUSSOURT;7,25;3952;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
423;AOP BOURGUEIL VIEILLES VIGNES DOMAINE OLIVIER;035010;DOMAINE OLIVIER;3,64;1910;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
117;AOP SAINT-ESTEPHE CHATEAU LES HAUTS DE PEZ;041016/13;CHATEAU TOUR DE PEZ;8,4;976;1;2013;1,33;x 6;75 cl;RGE;annee:2013,couleur:RGE,contenant:75 cl,conditionnement:x 6
782;AC COTES DE BOURG G DE LA GRAVE;040008;CHATEAU DE LA GRAVE;13,8;394;1;2014;10,2;x 1;B10L;RGE;annee:2014,couleur:RGE,contenant:B10L,conditionnement:x 1
72;AOP CASTILLON CHATEAU PERREAU BEL AIR;169005CB;CHATEAU PERREAU BEL AIR;12,9;973;1;2010;1,4;x 3;75 cl;RGE;annee:2010,couleur:RGE,contenant:75 cl,conditionnement:x 3
616;AOP ENTRE-DEUX-MERS CHATEAU GAURY-BALETTE;019015;VIGNOBLE YON;2,3;-48;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
830;AOP SAINT NICOLAS DE BOURGUEIL;035014;DOMAINE OLIVIER;4,07;-12;1;2012;1,33;x 3;150 cl;RGE;annee:2012,couleur:RGE,contenant:150 cl,conditionnement:x 3
403;AOP VOLNAY CLOS DES CHENES DOMAINE LATOUR-GIRAUD;CDH-022011;DOMAINE LATOUR-GIRAUD;29,41;2000;1;2009;1,33;x 6;75 cl;RGE;annee:2009,couleur:RGE,contenant:75 cl,conditionnement:x 6
96;AOP FRONSAC JEANDEMAN;054002;VIGNOBLE ROY TROCARD;5;1000;1;2008;1,33;x 6;75 cl;RGE;annee:2008,couleur:RGE,contenant:75 cl,conditionnement:x 6
42;IGP GAMAY COMTE TOLOSAN - CAVE DE LA BASTIDE;220007H;CAVE DE LABASTIDE DE LEVIS;9,38;397;0;;5,5;x 1;B05L;RGE;annee:,couleur:RGE,contenant:B05L,conditionnement:x 1
762;IGP D'OC Merlot;002002;CAVE GALLICIAN;7,86;1959;0;;10,2;x 1;;;annee:,couleur:,contenant:,conditionnement:x 1
564;AOP COTES DE BERGERAC CHATEAU DE L'AUZE;169012;CHATEAU DE L'AUZE;2,4;140;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
37;AOP CABERNET D'ANJOU  DOMAINE GAGNEBERT;184002H;DOMAINE DE GAGNEBERT;15,64;391;1;2012;5,5;x 1;B05L;RSE;annee:2012,couleur:RSE,contenant:B05L,conditionnement:x 1
265;AOP TAVEL ROSE DOMAINE CORNE-LOUP;188001H;DOMAINE CORNE LOUP;5,15;1970;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
365;AOP VOUVRAY METHODE TRADITIONNELLE BRUT CUVEE ZERO;011004;DOMAINE DE LA CHATAIGNERAIE;5,29;2000;1;2009;1,33;x 6;75 cl;BLC;annee:2009,couleur:BLC,contenant:75 cl,conditionnement:x 6
461;AOP CHABLIS DOMAINE GARNIER;153003;DOMAINE GARNIER;6,9;3964;1;2015;1,33;x 6;75 cl;BLC;annee:2015,couleur:BLC,contenant:75 cl,conditionnement:x 6
498;Etui vide 2 bouteilles ;CDH-ETUIS;Etuis kraft;0,9;2000;1;NM;0,63;x 1;;;annee:NM,couleur:,contenant:,conditionnement:x 1
156;IGP COLLINES DE LA MOURE VILLEMARIN;099001;ORMARINE;1,59;256;1;2015;1,33;x 6;75 cl;RGE;annee:2015,couleur:RGE,contenant:75 cl,conditionnement:x 6
206;AOP LIMOUX Aux Bons Hommes DOMAINE D'ANTUGNAC;025033;DOMAINE D'ANTUGNAC;4,14;928;1;2012;1,33;x 6;75 cl;RGE;annee:2012,couleur:RGE,contenant:75 cl,conditionnement:x 6
301;AOP COTES DU RHONE SEGURET CLOS DU JONCUAS;217001H;CLOS DU JONCUAS;7,69;2000;1;2014;1,33;x 6;75 cl;RGE;annee:2014,couleur:RGE,contenant:75 cl,conditionnement:x 6
13;VIN DE PAYS DU GARD CAVE GALLICIAN;002004;CAVE GALLICIAN;7,51;1578;1;NM;5,5;x 1;B05L;RGE;annee:NM,couleur:RGE,contenant:B05L,conditionnement:x 1
241;AOP COTES DE PROVENCE BELLE POULE CHATEAU DU ROUET;059010;CHATEAU DU ROUET;5,5;3946;1;2014;1,33;x 6;75 cl;RSE;annee:2014,couleur:RSE,contenant:75 cl,conditionnement:x 6
339;AOP VIN DE SAVOIE LES ABYMES CHATEAU DE LA VIOLETTE;191005H;DOMAINE DU CHATEAU DE LA VIOLETTE;3,9;2000;1;2014;1,33;x 6;75 cl;BLC;annee:2014,couleur:BLC,contenant:75 cl,conditionnement:x 6
